[07-04-23 01:34:41.973] LOG  : General     , 1680842081973> AngelCodeFont failed to load page 0 texture D:/Joguinhos/Project.Zomboid.v41.78.16/Project Zomboid v41.78.16/media/fonts/zomboidDialogue.bmfc_0.png.
[07-04-23 01:34:42.022] WARN : General     , 1680842082022> TextManager.Init> font "DebugConsole" not found in fonts.txt.
[07-04-23 01:34:42.399] LOG  : General     , 1680842082399> Loading networking libraries....
[07-04-23 01:34:42.400] LOG  : General     , 1680842082400> Loading steam_api64....
[07-04-23 01:34:42.403] LOG  : General     , 1680842082403> Loading RakNet64....
[07-04-23 01:34:42.407] LOG  : General     , 1680842082407> Loading ZNetJNI64....
[07-04-23 01:34:42.527] LOG  : Network     , 1680842082527> [07-04-23 01:34:42.527] > ZNet: SetLogLevel 2.
[07-04-23 01:34:42.528] LOG  : Network     , 1680842082528> [07-04-23 01:34:42.528] > ZNet: SteamAPI initialised successfully.
[07-04-23 01:34:42.553] LOG  : General     , 1680842082553> SteamUtils initialised successfully.
[07-04-23 01:34:42.879] LOG  : General     , 1680842082879> AngelCodeFont failed to load page 0 texture D:/Joguinhos/Project.Zomboid.v41.78.16/Project Zomboid v41.78.16/media/mainfont_0.png.
[07-04-23 01:34:42.881] LOG  : General     , 1680842082881> AngelCodeFont failed to load page 0 texture D:/Joguinhos/Project.Zomboid.v41.78.16/Project Zomboid v41.78.16/media/mainfont2_0.png.
[07-04-23 01:34:42.887] WARN : General     , 1680842082887> TextManager.Init> font "MediumNew" not found in fonts.txt.
[07-04-23 01:34:42.887] WARN : General     , 1680842082887> TextManager.Init> font "AutoNormSmall" not found in fonts.txt.
[07-04-23 01:34:42.887] WARN : General     , 1680842082887> TextManager.Init> font "AutoNormMedium" not found in fonts.txt.
[07-04-23 01:34:42.888] WARN : General     , 1680842082888> TextManager.Init> font "AutoNormLarge" not found in fonts.txt.
[07-04-23 01:34:42.889] LOG  : General     , 1680842082889> AngelCodeFont failed to load page 0 texture D:/Joguinhos/Project.Zomboid.v41.78.16/Project Zomboid v41.78.16/media/fonts/zomboidDialogue.bmfc_0.png.
[07-04-23 01:34:42.904] WARN : General     , 1680842082904> TextManager.Init> font "DebugConsole" not found in fonts.txt.
[07-04-23 01:34:42.958] LOG  : General     , 1680842082958> translator: language is PT.
[07-04-23 01:34:43.435] LOG  : General     , 1680842083435> texturepack: loading UI.
[07-04-23 01:34:43.488] LOG  : General     , 1680842083488> texturepack: loading UI2.
[07-04-23 01:34:43.496] LOG  : General     , 1680842083496> texturepack: loading IconsMoveables.
[07-04-23 01:34:43.497] LOG  : General     , 1680842083497> texturepack: loading RadioIcons.
[07-04-23 01:34:43.501] LOG  : General     , 1680842083500> texturepack: loading ApComUI.
[07-04-23 01:34:43.504] LOG  : General     , 1680842083503> texturepack: loading Mechanics.
[07-04-23 01:34:43.521] LOG  : General     , 1680842083521> texturepack: loading WeatherFx.
[07-04-23 01:34:45.398] WARN : Recipe      , 1680842085398> RecipeManager.resolveItemModuleDotType> WARNING: module "Base" may have forgot to import module Base.
[07-04-23 01:34:45.401] WARN : Sound       , 1680842085401> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Crafting/AddItemInBeverage" for GameSound "AddItemInBeverage".
[07-04-23 01:34:45.402] WARN : Sound       , 1680842085402> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Carpentry/Screwing" for GameSound "Screwdriver".
[07-04-23 01:34:45.402] WARN : Sound       , 1680842085402> GameSounds.initClipEvents> No such FMOD event "NewMusic/WWL_Solo" for GameSound "NewMusic_WWL_Solo".
[07-04-23 01:34:45.403] WARN : Sound       , 1680842085403> GameSounds.initClipEvents> No such FMOD event "NewMusic/32" for GameSound "NewMusic_32".
[07-04-23 01:34:45.403] WARN : Sound       , 1680842085403> GameSounds.initClipEvents> No such FMOD event "NewMusic/33" for GameSound "NewMusic_33".
[07-04-23 01:34:45.403] WARN : Sound       , 1680842085403> GameSounds.initClipEvents> No such FMOD event "NewMusic/34" for GameSound "NewMusic_34".
